QualifyingAreaName,TotalPopulation,Male,Female,WhitePopulation,White_Male,White_Female,FreeColoredPopulation,FreeColored_Male,FreeColored_Female,SlavePopulation,Slave_Male,Slave_Female,FreePersons,FreePersons_White,FreePersons_White_Male,FreePersons_White_Female,FreePersons_ColoredPersons,FreePersons_ColoredPersons_Male,FreePersons_ColoredPersons_Female,SlavePopulation_Male,SlavePopulation_Female,DisabledWhite,DisabledWhite_DeafandDumb,InsaneandIdioticPersons,InsaneandIdioticPersons_AtPublicCharge,InsaneandIdioticPersons_AtPrivateCharge,PersonsEmployedinMining,PersonsEmployedinAgriculture,PersonsEmployedinCommerce,PersonsEmployedinManufacturingTrade,PersonsEmployedinOceanNavigation,PersonsEmployedinLandNavigation,PersonsEmployedEngineersProfessional,PensionersofRevolutionaryWarorMilitaryService,CollegeUniversityStudents,AcademyGrammarSchoolStudents,PrimaryCommonSchoolStudents,StudentsatPublicCharge,IlliterateWhiteAge20andOver,LiterateWhiteAge20andOver,NumberofPersonsEmployedinPrintingBinding
"Warren County, Tennessee",10803,5413,5390,9366,4711,4655,88,36,52,1349,666,683,9454,9366,4711,4655,88,36,52,666,683,4,2,2,0,2,0,2125,10,114,0,0,12,9,0,0,1161,0,120,3341,3
"Washington County, Tennessee",11751,5859,5892,10600,5269,5331,236,117,119,915,473,442,10836,10600,5269,5331,236,117,119,473,442,27,5,15,1,14,4,2690,43,499,0,0,47,18,1,34,380,121,877,3427,10
"Wayne County, Tennessee",7705,3918,3787,7151,3632,3519,25,13,12,529,273,256,7176,7151,3632,3519,25,13,12,273,256,12,3,8,0,8,0,2013,15,92,0,0,16,6,0,0,29,29,1232,1348,0
"Weakley County, Tennessee",9870,5064,4806,8072,4172,3900,2,2,0,1796,890,906,8074,8072,4172,3900,2,2,0,890,906,8,3,4,0,4,0,2307,0,73,0,0,10,2,0,117,295,0,988,1968,4
"White County, Tennessee",10747,5340,5407,9640,4799,4841,174,91,83,933,450,483,9814,9640,4799,4841,174,91,83,450,483,36,11,21,0,21,0,2710,0,36,0,0,0,25,0,0,0,0,1769,1937,2
"Williamson County, Tennessee",27006,13508,13498,15641,7911,7730,114,56,58,11251,5541,5710,15755,15641,7911,7730,114,56,58,5541,5710,40,11,22,3,19,0,6761,39,575,0,0,47,16,0,143,870,48,1230,5063,6
"Wilson County, Tennessee",24460,12424,12036,18203,9287,8916,269,141,128,5988,2996,2992,18472,18203,9287,8916,269,141,128,2996,2992,17,2,19,2,17,0,4546,54,388,4,0,117,23,0,0,887,115,91,7305,3
Unorganized,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Addison County, Vermont",23583,11850,11733,23472,11796,11676,111,54,57,0,0,0,23583,23472,11796,11676,111,54,57,0,0,44,10,28,7,21,1,4671,100,1076,0,11,116,84,1,134,6449,20,105,11596,10
"Bennington County, Vermont",16872,8558,8314,16771,8503,8268,101,55,46,0,0,0,16872,16771,8503,8268,101,55,46,0,0,49,10,29,13,16,21,3097,83,945,2,0,84,87,0,275,3894,0,74,8383,5
"Caledonia County, Vermont",21891,10944,10947,21877,10941,10936,14,3,11,0,0,0,21891,21877,10941,10936,14,3,11,0,0,54,8,38,12,26,0,6094,4,913,5,0,103,80,0,322,7398,0,109,10793,7
"Chittenden County, Vermont",22977,11596,11381,22895,11557,11338,82,39,43,0,0,0,22977,22895,11557,11338,82,39,43,0,0,46,9,28,10,18,0,4498,136,1027,3,73,107,81,1,256,5170,0,747,10338,24
"Essex County, Vermont",4226,2127,2099,4218,2121,2097,8,6,2,0,0,0,4226,4218,2121,2097,8,6,2,0,0,10,5,3,3,0,0,938,9,90,0,0,18,26,0,101,1345,0,0,2036,0
"Franklin County, Vermont",24531,12451,12080,24473,12420,12053,58,31,27,0,0,0,24531,24473,12420,12053,58,31,27,0,0,13,6,3,1,2,0,4140,81,638,8,0,106,55,0,148,4361,0,439,10479,4
"Grand Isle County, Vermont",3883,1959,1924,3883,1959,1924,0,0,0,0,0,0,3883,3883,1959,1924,0,0,0,0,0,4,2,0,0,0,4,783,16,84,0,17,19,5,0,0,1601,0,219,1440,0
"Lamoille County, Vermont",10475,5351,5124,10472,5351,5121,3,0,3,0,0,0,10475,10472,5351,5121,3,0,3,0,0,26,4,14,4,10,1,2986,68,369,0,0,49,43,0,100,3216,0,142,4906,3
"Orange County, Vermont",27873,13892,13981,27852,13882,13970,21,10,11,0,0,0,27873,27852,13882,13970,21,10,11,0,0,58,17,34,12,22,0,6558,132,893,1,34,166,155,0,994,9622,5777,63,14034,8
"Orleans County, Vermont",13634,6876,6758,13623,6871,6752,11,5,6,0,0,0,13634,13623,6871,6752,11,5,6,0,0,24,2,18,5,13,0,4265,83,384,1,0,51,46,0,111,3916,0,178,6191,0
"Rutland County, Vermont",30699,15475,15224,30569,15414,15155,130,61,69,0,0,0,30699,30569,15414,15155,130,61,69,0,0,46,10,29,11,18,37,6595,129,1156,3,3,164,127,0,382,10330,0,33,15388,9
"Washington County, Vermont",23506,11753,11753,23485,11742,11743,21,11,10,0,0,0,23506,23485,11742,11743,21,11,10,0,0,35,11,14,1,13,0,7105,136,1403,0,0,105,75,0,231,3323,6866,49,11173,33
"Windham County, Vermont",27442,13729,13713,27408,13713,13695,34,16,18,0,0,0,27442,27408,13713,13695,34,16,18,0,0,153,22,124,48,76,0,10201,122,1850,3,3,178,198,0,501,9138,2038,49,14150,34
"Windsor County, Vermont",40356,20181,20175,40220,20108,20112,136,73,63,0,0,0,40356,40220,20108,20112,136,73,63,0,0,72,19,49,21,28,13,11219,204,2346,15,5,297,258,1,558,13054,0,63,20959,19
"Accomack County, Virginia",17096,8384,8712,9618,4673,4945,2848,1356,1492,4630,2355,2275,12466,9618,4673,4945,2848,1356,1492,2355,2275,33,16,34,7,27,3,5597,107,400,151,73,46,4,0,0,751,198,2095,2593,0
"Albemarle County, Virginia",22924,11674,11250,10512,5354,5158,603,297,306,11809,6023,5786,11115,10512,5354,5158,603,297,306,6023,5786,30,7,19,1,18,1,6445,168,904,1,106,99,21,1,400,386,66,738,4078,10
"Alleghany County, Virginia",2749,1466,1283,2142,1121,1021,60,27,33,547,318,229,2202,2142,1121,1021,60,27,33,318,229,6,1,6,0,6,5,656,7,111,0,0,17,3,0,0,88,29,104,850,0
"Amelia County, Virginia",10320,5133,5187,3074,1496,1578,223,102,121,7023,3535,3488,3297,3074,1496,1578,223,102,121,3535,3488,10,1,16,2,14,0,3339,0,463,0,15,31,4,0,50,156,15,257,1254,0
"Amherst County, Virginia",12576,6362,6214,6426,3279,3147,373,180,193,5777,2903,2874,6799,6426,3279,3147,373,180,193,2903,2874,26,6,23,1,22,0,4085,92,612,0,125,77,13,0,408,266,146,821,2178,0
"Augusta County, Virginia",19628,9998,9630,15072,7649,7423,421,188,233,4135,2161,1974,15493,15072,7649,7423,421,188,233,2161,1974,118,20,85,60,25,0,3117,0,902,0,0,60,13,0,60,633,83,603,6088,5
"Bath County, Virginia",4300,2151,2149,3170,1601,1569,83,42,41,1047,508,539,3253,3170,1601,1569,83,42,41,508,539,8,2,9,2,7,0,1127,14,141,0,0,9,8,0,0,155,41,159,1274,0
"Bedford County, Virginia",20203,10328,9875,11016,5600,5416,323,174,149,8864,4554,4310,11339,11016,5600,5416,323,174,149,4554,4310,11,3,11,1,10,0,5627,24,322,0,0,22,34,0,30,266,36,539,4368,0
"Berkeley County, Virginia",10972,5769,5203,8760,4631,4129,293,157,136,1919,981,938,9053,8760,4631,4129,293,157,136,981,938,41,3,33,7,26,0,2024,55,733,2,8,44,7,0,115,612,124,658,3765,4
"Botetourt County, Virginia",11679,5858,5821,8377,4157,4220,377,190,187,2925,1511,1414,8754,8377,4157,4220,377,190,187,1511,1414,10,3,6,1,5,12,2819,51,569,0,60,36,10,0,0,0,0,242,3471,5
"Braxton County, Virginia",2575,1311,1264,2509,1281,1228,2,1,1,64,29,35,2511,2509,1281,1228,2,1,1,29,35,0,0,1,1,0,0,746,3,43,0,0,0,1,0,0,0,0,374,590,0
"Brooke County, Virginia",7948,4037,3911,7780,3955,3825,77,39,38,91,43,48,7857,7780,3955,3825,77,39,38,43,48,1,1,3,2,1,12,1219,35,425,0,27,29,9,0,140,600,93,115,3315,9
"Brunswick County, Virginia",14346,7231,7115,4978,2459,2519,563,292,271,8805,4480,4325,5541,4978,2459,2519,563,292,271,4480,4325,18,10,9,0,9,0,3318,17,217,0,0,41,5,0,156,126,32,195,2115,0
"Buckingham County, Virginia",18786,9685,9101,7323,3643,3680,449,231,218,11014,5811,5203,7772,7323,3643,3680,449,231,218,5811,5203,17,1,28,1,27,59,5762,40,2123,15,328,82,15,1,300,356,118,786,2702,0
"Cabell County, Virginia",8163,4139,4024,7574,3853,3721,22,12,10,567,274,293,7596,7574,3853,3721,22,12,10,274,293,10,2,6,2,4,0,2483,31,132,0,6,13,13,0,15,324,0,1191,1738,0
"Campbell County, Virginia",21030,10742,10288,10213,5205,5008,772,362,410,10045,5175,4870,10985,10213,5205,5008,772,362,410,5175,4870,3,1,3,0,3,2,4894,70,494,0,5,88,18,0,195,389,75,203,4453,19
"Caroline County, Virginia",17813,8545,9268,6725,3227,3498,774,362,412,10314,4956,5358,7499,6725,3227,3498,774,362,412,4956,5358,9,4,11,1,10,0,5696,39,341,2,0,52,17,0,370,219,105,523,2590,0
"Charles City County, Virginia",4774,2420,2354,1671,829,842,670,336,334,2433,1255,1178,2341,1671,829,842,670,336,334,1255,1178,1,0,1,0,1,0,1302,8,73,5,0,8,0,0,53,87,47,0,771,0
"Charlotte County, Virginia",14595,7355,7240,5030,2450,2580,305,147,158,9260,4758,4502,5335,5030,2450,2580,305,147,158,4758,4502,14,2,13,3,10,0,4945,40,3234,0,2,26,21,0,6,555,101,353,1933,0
"Chesterfield County, Virginia",17148,8534,8614,7859,3690,4169,587,249,338,8702,4595,4107,8446,7859,3690,4169,587,249,338,4595,4107,18,3,14,1,13,559,3705,29,1107,1,22,13,14,0,0,420,144,1135,2678,0
"Clarke County, Virginia",6353,3264,3089,2867,1420,1447,161,73,88,3325,1771,1554,3028,2867,1420,1447,161,73,88,1771,1554,6,0,5,0,5,0,1278,12,211,0,0,0,1,0,167,114,38,17,1351,0
"Culpeper County, Virginia",11393,5657,5736,4933,2412,2521,391,177,214,6069,3068,3001,5324,4933,2412,2521,391,177,214,3068,3001,14,2,13,4,9,18,3371,42,439,0,0,84,26,0,152,617,154,153,2198,0
"Cumberland County, Virginia",10399,5352,5047,3263,1611,1652,355,185,170,6781,3556,3225,3618,3263,1611,1652,355,185,170,3556,3225,6,0,14,5,9,0,2955,54,515,0,76,43,3,0,0,263,31,145,1493,0
"Dinwiddie County, Virginia",22558,11291,11267,9847,4987,4860,2764,1285,1479,9947,5019,4928,12611,9847,4987,4860,2764,1285,1479,5019,4928,35,4,26,3,23,0,3853,420,2331,7,59,96,14,0,615,279,156,679,4326,8
"Elizabeth City County, Virginia",3706,1920,1786,1954,972,982,44,23,21,1708,925,783,1998,1954,972,982,44,23,21,925,783,3,1,2,0,2,0,837,32,107,2,65,25,0,0,165,109,104,127,751,0
"Essex County, Virginia",11309,5492,5817,3955,1865,2090,598,280,318,6756,3347,3409,4553,3955,1865,2090,598,280,318,3347,3409,7,4,2,1,1,0,3499,29,140,0,9,25,6,0,71,208,44,447,1396,0
"Fairfax County, Virginia",9370,4601,4769,5469,2675,2794,448,211,237,3453,1715,1738,5917,5469,2675,2794,448,211,237,1715,1738,1,0,2,1,1,0,3295,0,77,0,0,18,1,2,20,245,57,28,2538,0
"Fauquier County, Virginia",21897,10844,11053,10501,5147,5354,688,328,360,10708,5369,5339,11189,10501,5147,5354,688,328,360,5369,5339,36,5,31,3,28,0,6048,87,887,0,0,100,20,0,313,1208,280,734,4052,7
"Fayette County, Virginia",3924,2041,1883,3773,1969,1804,18,7,11,133,65,68,3791,3773,1969,1804,18,7,11,65,68,14,7,4,0,4,0,1010,14,85,0,0,13,3,0,0,0,0,396,1023,0
"Floyd County, Virginia",4453,2183,2270,4123,2037,2086,9,3,6,321,143,178,4132,4123,2037,2086,9,3,6,143,178,13,7,3,0,3,0,1201,7,95,0,0,2,3,0,0,160,76,328,1281,0
"Fluvanna County, Virginia",8812,4430,4382,4445,2214,2231,221,103,118,4146,2113,2033,4666,4445,2214,2231,221,103,118,2113,2033,10,2,4,2,2,8,2731,24,350,0,109,29,14,0,0,418,82,239,1796,0
"Franklin County, Virginia",15832,7729,8103,10500,5184,5316,174,83,91,5158,2462,2696,10674,10500,5184,5316,174,83,91,2462,2696,21,2,21,3,18,10,4867,20,606,0,0,23,21,0,0,367,149,957,3495,0
"Frederick County, Virginia",14242,7125,7117,11119,5579,5540,821,400,421,2302,1146,1156,11940,11119,5579,5540,821,400,421,1146,1156,22,5,9,1,8,0,2365,94,680,0,0,44,7,0,140,134,11,0,5179,12
"Giles County, Virginia",5307,2665,2642,4684,2356,2328,49,31,18,574,278,296,4733,4684,2356,2328,49,31,18,278,296,12,0,11,3,8,0,1525,15,114,0,0,9,4,0,30,193,55,379,1518,0
"Gloucester County, Virginia",10715,5361,5354,4412,2214,2198,612,292,320,5691,2855,2836,5024,4412,2214,2198,612,292,320,2855,2836,6,0,4,0,4,0,2980,42,269,13,33,21,3,0,98,216,76,653,1330,0
"Goochland County, Virginia",9760,5002,4758,3570,1748,1822,690,348,342,5500,2906,2594,4260,3570,1748,1822,690,348,342,2906,2594,6,1,4,1,3,151,700,835,275,10,46,24,25,0,0,139,41,39,1810,0
"Grayson County, Virginia",9087,4636,4451,8542,4367,4175,53,29,24,492,240,252,8595,8542,4367,4175,53,29,24,240,252,19,4,12,1,11,1,491,18,108,0,0,4,7,0,120,252,137,232,3109,0
"Greenbrier County, Virginia",8695,4403,4292,7287,3673,3614,194,100,94,1214,630,584,7481,7287,3673,3614,194,100,94,630,584,13,2,14,5,9,0,1908,36,347,0,0,58,5,0,28,505,233,145,3096,0
"Greene County, Virginia",4232,2117,2115,2447,1252,1195,45,20,25,1740,845,895,2492,2447,1252,1195,45,20,25,845,895,9,3,10,0,10,0,1445,20,156,0,0,32,11,0,135,136,89,421,707,0
"Greensville County, Virginia",6366,3216,3150,1928,934,994,136,79,57,4302,2203,2099,2064,1928,934,994,136,79,57,2203,2099,9,0,5,0,5,0,2152,13,135,0,0,14,2,0,30,170,30,138,783,0
"Halifax County, Virginia",25936,13128,12808,11145,5535,5610,575,290,285,14216,7303,6913,11720,11145,5535,5610,575,290,285,7303,6913,21,4,23,7,16,0,7811,45,584,0,60,71,22,1,298,511,168,459,4541,0
"Hampshire County, Virginia",12295,6535,5760,10703,5706,4997,189,98,91,1403,731,672,10892,10703,5706,4997,189,98,91,731,672,28,9,15,2,13,0,2507,53,1011,0,0,45,15,0,55,522,141,1206,3832,4
"Hanover County, Virginia",14968,7260,7708,6262,2940,3322,312,149,163,8394,4171,4223,6574,6262,2940,3322,312,149,163,4171,4223,22,7,10,0,10,0,6405,9,279,1,2,61,9,0,417,0,0,622,2407,0
"Hardy County, Virginia",7622,3848,3774,6100,3069,3031,391,188,203,1131,591,540,6491,6100,3069,3031,391,188,203,591,540,24,9,22,3,19,3,1755,24,267,0,0,14,9,0,0,218,87,654,1941,0
"Harrison County, Virginia",17669,8785,8884,16850,8418,8432,126,51,75,693,316,377,16976,16850,8418,8432,126,51,75,316,377,44,14,22,2,20,0,4616,70,428,0,1,82,24,1,0,436,85,2327,4444,5
"Henrico County, Virginia",33076,16979,16097,16900,8516,8384,2939,1353,1586,13237,7110,6127,19839,16900,8516,8384,2939,1353,1586,7110,6127,30,11,14,6,8,251,2261,693,4059,12,0,161,9,1,934,928,265,689,7851,79
"Henry County, Virginia",7335,3626,3709,4243,2146,2097,240,111,129,2852,1369,1483,4483,4243,2146,2097,240,111,129,1369,1483,22,12,7,1,6,0,2410,17,233,0,0,26,11,0,54,412,99,607,1203,0
"Isle Of Wight County, Virginia",9972,5035,4937,4918,2367,2551,1268,604,664,3786,2064,1722,6186,4918,2367,2551,1268,604,664,2064,1722,16,3,12,5,7,0,2872,43,273,0,22,13,2,0,31,369,188,728,1631,0
"Jackson County, Virginia",4890,2589,2301,4803,2547,2256,0,0,0,87,42,45,4803,4803,2547,2256,0,0,0,42,45,6,3,2,0,2,NA,NA,NA,NA,NA,NA,NA,7,0,0,153,17,183,1578,0
"James City County, Virginia",3779,1947,1832,1325,699,626,507,229,278,1947,1019,928,1832,1325,699,626,507,229,278,1019,928,84,0,82,74,8,0,856,5,51,0,3,10,0,1,36,93,0,29,616,0
"Jefferson County, Virginia",14082,7482,6600,9323,4981,4342,602,299,303,4157,2202,1955,9925,9323,4981,4342,602,299,303,2202,1955,28,4,22,8,14,42,1591,13,808,0,11,72,2,0,262,475,87,236,4504,10
"Kanawha County, Virginia",13567,7414,6153,10910,5834,5076,97,61,36,2560,1519,1041,11007,10910,5834,5076,97,61,36,1519,1041,2,2,0,0,0,160,7731,85,1085,5,287,24,1,0,0,408,120,431,3809,0
"King And Queen County, Virginia",10862,5300,5562,4426,2120,2306,499,254,245,5937,2926,3011,4925,4426,2120,2306,499,254,245,2926,3011,13,2,10,0,10,0,3693,82,322,25,17,53,4,0,252,196,136,674,1358,0
"King George County, Virginia",5927,2881,3046,2269,1063,1206,276,132,144,3382,1686,1696,2545,2269,1063,1206,276,132,144,1686,1696,7,2,2,0,2,0,1927,12,148,2,25,17,2,0,37,152,106,270,757,0
"King William County, Virginia",9258,4420,4838,3150,1521,1629,328,156,172,5780,2743,3037,3478,3150,1521,1629,328,156,172,2743,3037,16,9,8,0,8,0,2965,28,260,5,24,25,3,0,281,68,74,185,1352,0
"Lancaster County, Virginia",4628,2247,2381,1903,929,974,247,111,136,2478,1207,1271,2150,1903,929,974,247,111,136,1207,1271,6,0,4,2,2,0,1047,0,0,0,17,0,0,0,0,140,40,51,854,0
"Lee County, Virginia",8441,4239,4202,7829,3949,3880,32,17,15,580,273,307,7861,7829,3949,3880,32,17,15,273,307,10,0,7,4,3,0,2208,9,56,0,0,0,5,0,0,138,37,1674,1183,0
"Lewis County, Virginia",8151,4144,4007,7989,4067,3922,38,21,17,124,56,68,8027,7989,4067,3922,38,21,17,56,68,5,1,6,1,5,0,1948,17,75,0,0,18,12,0,0,219,62,882,2141,0
"Logan County, Virginia",4309,2246,2063,4159,2167,1992,0,0,0,150,79,71,4159,4159,2167,1992,0,0,0,79,71,4,0,4,3,1,NA,NA,NA,NA,NA,NA,NA,3,0,0,370,185,83,1422,0
"Loudoun County, Virginia",20431,10098,10333,13840,6792,7048,1318,638,680,5273,2668,2605,15158,13840,6792,7048,1318,638,680,2668,2605,66,11,56,17,39,0,3072,157,970,0,6,101,19,0,266,1008,287,980,5450,7
"Louisa County, Virginia",15433,7646,7787,6047,2948,3099,376,173,203,9010,4525,4485,6423,6047,2948,3099,376,173,203,4525,4485,26,1,29,4,25,83,7336,38,446,1,0,46,12,0,0,591,104,348,2646,0
"Lunenburg County, Virginia",11055,5486,5569,4132,1996,2136,216,103,113,6707,3387,3320,4348,4132,1996,2136,216,103,113,3387,3320,8,1,9,2,7,0,3432,14,315,0,0,26,9,0,0,230,32,142,1865,0
"Madison County, Virginia",8107,4083,4024,3729,1807,1922,70,36,34,4308,2240,2068,3799,3729,1807,1922,70,36,34,2240,2068,4,0,2,2,0,0,2387,18,212,0,0,6,9,0,41,356,61,119,1659,0
"Marshall County, Virginia",6937,3460,3477,6854,3417,3437,37,17,20,46,26,20,6891,6854,3417,3437,37,17,20,26,20,0,0,5,1,4,4,1847,17,144,0,2,18,5,0,0,70,0,0,2752,0
"Mason County, Virginia",6777,3515,3262,5923,3076,2847,46,23,23,808,416,392,5969,5923,3076,2847,46,23,23,416,392,12,0,11,5,6,5,1925,23,162,0,16,19,9,0,0,241,91,544,1874,0
"Matthews County, Virginia",7442,3527,3915,3969,1861,2108,164,72,92,3309,1594,1715,4133,3969,1861,2108,164,72,92,1594,1715,17,5,11,3,8,0,1852,35,392,42,136,19,16,0,92,257,69,368,1532,0
"Mecklenburg County, Virginia",20724,10518,10206,7754,3878,3876,1055,514,541,11915,6126,5789,8809,7754,3878,3876,1055,514,541,6126,5789,21,4,14,4,10,0,6572,70,645,0,36,38,9,1,186,334,58,825,2673,0
"Mercer County, Virginia",2233,1121,1112,2127,1067,1060,8,4,4,98,50,48,2135,2127,1067,1060,8,4,4,50,48,2,2,0,0,0,0,632,0,6,0,0,0,1,0,0,24,4,316,467,0
"Middlesex County, Virginia",4392,2138,2254,2041,996,1045,142,70,72,2209,1072,1137,2183,2041,996,1045,142,70,72,1072,1137,2,0,7,1,6,1,1273,23,407,0,35,11,2,0,0,202,73,146,789,0
"Monongalia County, Virginia",17368,8645,8723,16962,8442,8520,146,72,74,260,131,129,17108,16962,8442,8520,146,72,74,131,129,41,17,11,3,8,130,3752,51,450,0,0,56,16,0,14,629,169,2132,4701,2
"Monroe (W.Va.) County, Virginia",8422,4209,4213,7457,3728,3729,97,41,56,868,440,428,7554,7457,3728,3729,97,41,56,440,428,26,4,17,1,16,0,2260,29,235,0,1,19,13,0,60,119,51,539,2581,0
"Montgomery County, Virginia",7405,3795,3610,5825,3000,2825,87,42,45,1493,753,740,5912,5825,3000,2825,87,42,45,753,740,12,5,9,0,9,0,318,22,196,0,0,28,17,0,40,402,62,101,2425,0
"Morgan County, Virginia",4253,2528,1725,4113,2462,1651,6,4,2,134,62,72,4119,4113,2462,1651,6,4,2,62,72,1,1,2,0,2,32,1428,27,185,0,0,88,1,0,0,347,86,469,1799,0
"Nansemond County, Virginia",10795,5400,5395,4858,2374,2484,1407,669,738,4530,2357,2173,6265,4858,2374,2484,1407,669,738,2357,2173,2,0,0,0,0,0,2911,58,149,7,16,24,4,0,154,270,44,328,1900,0
"Nelson County, Virginia",12287,6296,5991,6168,3172,2996,152,73,79,5967,3051,2916,6320,6168,3172,2996,152,73,79,3051,2916,13,1,6,5,1,50,3830,46,381,0,143,22,13,0,70,265,49,252,2555,0
"New Kent County, Virginia",6230,3000,3230,2472,1227,1245,373,160,213,3385,1613,1772,2845,2472,1227,1245,373,160,213,1613,1772,5,1,1,0,1,0,1914,18,60,0,0,0,3,0,0,287,66,184,960,0
"Nicholas County, Virginia",2515,1302,1213,2440,1263,1177,3,1,2,72,38,34,2443,2440,1263,1177,3,1,2,38,34,8,2,5,0,5,0,734,6,40,0,0,9,0,0,0,77,23,92,833,0
"Norfolk County, Virginia",27569,13081,14488,15444,7413,8031,2390,1059,1331,9735,4609,5126,17834,15444,7413,8031,2390,1059,1331,4609,5126,25,7,23,10,13,0,3364,426,1518,143,68,149,4,0,775,735,317,1322,6294,41
"Northampton County, Virginia",7715,3824,3891,3341,1647,1694,754,339,415,3620,1838,1782,4095,3341,1647,1694,754,339,415,1838,1782,15,2,20,0,20,0,3896,48,482,88,0,15,3,0,0,186,44,449,1192,0
"Northumberland County, Virginia",7924,3957,3967,4034,2024,2010,647,324,323,3243,1609,1634,4681,4034,2024,2010,647,324,323,1609,1634,8,1,3,3,0,0,2032,40,143,5,182,17,0,0,106,180,51,318,1516,0
"Nottoway County, Virginia",9719,4862,4857,2490,1236,1254,158,70,88,7071,3556,3515,2648,2490,1236,1254,158,70,88,3556,3515,14,1,8,5,3,0,2718,0,0,0,0,12,0,0,0,195,28,65,1098,0
"Ohio County, Virginia",13357,6808,6549,12842,6579,6263,303,148,155,212,81,131,13145,12842,6579,6263,303,148,155,81,131,10,2,6,3,3,85,1110,242,1259,0,162,57,3,0,90,999,265,8,6060,41
"Orange County, Virginia",9125,4526,4599,3575,1747,1828,186,97,89,5364,2682,2682,3761,3575,1747,1828,186,97,89,2682,2682,17,5,18,2,16,31,2944,29,341,0,0,11,10,0,41,347,109,150,1541,0
"Page County, Virginia",6194,3170,3024,5197,2625,2572,216,114,102,781,431,350,5413,5197,2625,2572,216,114,102,431,350,15,9,6,0,6,12,1389,19,401,0,12,24,5,0,0,257,80,338,1853,0
"Patrick County, Virginia",8032,3982,4050,6087,3050,3037,103,54,49,1842,878,964,6190,6087,3050,3037,103,54,49,878,964,8,2,7,2,5,0,2165,8,147,0,0,5,10,0,0,120,47,589,1841,0
"Pendelton County, Virginia",6940,3518,3422,6445,3269,3176,33,15,18,462,234,228,6478,6445,3269,3176,33,15,18,234,228,30,3,25,3,22,0,2072,11,158,0,0,25,10,0,0,235,71,1167,1537,0
"Pittsylvania County, Virginia",26398,13238,13160,14283,7068,7215,557,258,299,11558,5912,5646,14840,14283,7068,7215,557,258,299,5912,5646,29,4,23,6,17,0,7710,110,1087,0,29,39,22,0,195,817,285,1936,4316,4
"Pocahontas County, Virginia",2922,1460,1462,2684,1335,1349,19,11,8,219,114,105,2703,2684,1335,1349,19,11,8,114,105,9,2,8,1,7,0,805,7,53,0,0,2,3,0,0,133,16,190,935,0
"Powhatan County, Virginia",7924,4069,3855,2432,1190,1242,363,174,189,5129,2705,2424,2795,2432,1190,1242,363,174,189,2705,2424,3,0,3,2,1,80,2242,29,228,1,47,19,9,0,125,94,38,16,1169,0
"Preston County, Virginia",6866,3505,3361,6743,3445,3298,32,15,17,91,45,46,6775,6743,3445,3298,32,15,17,45,46,4,3,3,2,1,0,1344,11,163,0,1,9,8,0,0,0,0,431,2136,2
"Prince Edward County, Virginia",14069,7347,6722,4923,2445,2478,570,295,275,8576,4607,3969,5493,4923,2445,2478,570,295,275,4607,3969,10,1,13,0,13,0,4058,99,4411,0,112,70,15,2,52,465,73,166,2141,0
"Prince George County, Virginia",7175,3642,3533,2692,1329,1363,469,230,239,4014,2083,1931,3161,2692,1329,1363,469,230,239,2083,1931,6,2,4,3,1,0,1940,39,158,8,0,14,4,0,0,117,31,380,967,0
"Princess Anne County, Virginia",7285,3737,3548,3996,2027,1969,202,106,96,3087,1604,1483,4198,3996,2027,1969,202,106,96,1604,1483,7,2,6,0,6,0,2277,0,40,0,0,12,2,0,49,179,21,390,1415,0
"Prince William County, Virginia",8144,4040,4104,4867,2407,2460,510,235,275,2767,1398,1369,5377,4867,2407,2460,510,235,275,1398,1369,6,2,6,1,5,0,1613,29,216,0,50,27,3,0,0,113,49,369,1868,0
"Pulaski County, Virginia",3739,1872,1867,2768,1373,1395,17,8,9,954,491,463,2785,2768,1373,1395,17,8,9,491,463,5,1,2,1,1,0,1525,0,142,0,0,6,3,0,0,136,32,135,1073,0
"Randolph County, Virginia",6208,3151,3057,5799,2954,2845,193,100,93,216,97,119,5992,5799,2954,2845,193,100,93,97,119,18,4,13,2,11,0,1677,20,119,0,0,20,5,0,0,108,22,381,1894,0
"Rappahannock County, Virginia",9257,4538,4719,5307,2596,2711,287,140,147,3663,1802,1861,5594,5307,2596,2711,287,140,147,1802,1861,13,4,9,0,9,0,2704,27,336,0,0,44,15,0,49,453,122,401,1991,0
"Richmond County, Virginia",5965,2918,3047,3092,1517,1575,510,258,252,2363,1143,1220,3602,3092,1517,1575,510,258,252,1143,1220,4,2,2,0,2,0,1695,0,87,0,13,10,3,0,0,170,86,409,1045,0
"Roanoke County, Virginia",5499,2798,2701,3845,1934,1911,101,58,43,1553,806,747,3946,3845,1934,1911,101,58,43,806,747,14,2,9,0,9,0,1363,36,213,0,0,22,4,0,104,98,43,177,1501,0
"Rockbridge County, Virginia",14284,7345,6939,10448,5308,5140,326,159,167,3510,1878,1632,10774,10448,5308,5140,326,159,167,1878,1632,18,2,12,0,12,8,2896,69,1012,1,44,65,8,1,153,740,0,8,4562,8
